frase_nombre,isnombre
 acorde con las garantias de legalidad y audiencia inmersas en los numerales 14 y 16 de nuestra Carta Magna,0
 en relacion con el diverso articulo 1327 de la codificacion mercantil en consulta. Sirve de sustento legal a la postura antes tomada,0
" el criterio de jurisprudencia cuyo rubro es ""AUDIENCIA",0
" COMO SE INTEGRA ESTA GARANTIA.""",0
SEXTO: Estudio de las excepciones y defensas hechas valer por la parte demandada. Ahora bien,0
 una vez que el accionante ha justificado los elementos constitutivos de su accion,0
 antes de resolver sobre lo fundado o infundado del presente juicio,0
 es dable analizar las excepciones y defensas opuestas por la parte demandada.,0
Lo anterior,0
 con la finalidad de verificar si estas son aptas para desvirtuar la accion personal que se justifico en el considerando anterior,0
 cumpliendose asi con el principio de equidad procesal que consagra el numeral 1194 del regimen comercial aplicable,0
 al permitir que el demandante demuestre los extremos de su pretension,0
 y al sujeto pasivo de la relacion procesal,0
 en su caso,0
 evidenciar alguna circunstancia que destruya el ejercicio de la gestion incoada en su perjuicio,0
 en observancia al principio de congruencia inherente al articulo 1327 del Codigo de Comercio,0
 que dispone: ,0
Articulo 1327.- La sentencia se ocupara exclusivamente de las acciones deducidas y de las excepciones opuestas,0
 respectivamente,0
 en la demanda y en la contestacion. ,0
"Resultando aplicable la jurisprudencia emitida por los Tribunales Colegiados de Circuito bajo el rubro ""SENTENCIAS",0
" PRINCIPIO DE CONGRUENCIA DE LAS.""",0
Por ello,0
 habiendo estudiado ya la accion planteada,0
 como ya se dijo,0
 toca el turno de analizar las excepciones y defensas interpuestas por la parte aqui enjuiciada,0
 mismas que fueron opuestas de forma oportuna en su respectivo escrito de contestacion,0
 acorde con el articulo 1399 del Codigo de Comercio.,0
Al efecto,0
" se cita el rubro del criterio jurisprudencial ""EXCEPCIONES Y DEFENSAS EN MATERIA MERCANTIL. DEBEN OPONERSE EN LA CONTESTACION A LA DEMANDA.""",0
Asi mismo,0
 cabe senalar que el jurista Eduardo J. Couture,0
 en su obra Fundamentos del Derecho Procesal Civil,0
 Tercera Edicion,0
 Editorial Depalma,0
 Buenos Aires,0
 en su pagina 89,0
 define a las excepciones como el poder juridico de que se halla investido el demandado,0
 que le habilita para oponerse a la accion promovida en su contra. ,0
Dicho en otras palabras,0
 la excepcion es la facultad que tiene el demandado para oponer frente a la pretension del actor,0
 aquellas cuestiones que,0
 por contradecir el fundamento de la pretension,0
 procuran un pronunciamiento de fondo absoluto (cuestiones substanciales),0
 cuyo objetivo principal es que a traves de estas el demandado pueda atacar la accion intentada en su contra,0
 o bien,0
 aquellas cuestiones que afecten la validez de la relacion procesal e impidan un pronunciamiento de fondo sobre dicha pretension (cuestiones procesales).,0
Por su parte,0
 resulta dable precisar que el articulo 1399 del Codigo de Comercio,0
 senala que dentro de los ocho dias siguientes al requerimiento de pago,0
 al embargo,0
 en su caso,0
 y al emplazamiento,0
 el demandado debera contestar la demanda refiriendose concretamente a cada hecho oponiendo unicamente las excepciones que permite la ley en el articulo 1403 de dicho codigo; y cuando se trate de titulos de credito,0
 las contempladas en el articulo 8 de la Ley General de Titulos y Operaciones de Credito. De igual forma,0
 menciona que en el mismo escrito ofrecera pruebas,0
 relacionandolas con los hechos y acompanando los documentos que exige la ley para las excepciones.,0
Aunado a lo anterior,0
 debe decirse que el examen de las excepciones y defensas hechas valer por la parte demandada Ferreteria,0
 Sociedad Anonima de Capital Variable a traves de su escrito de oposicion,0
 no debe limitarse al analisis de aquellas opuestas unicamente en el apartado correspondiente del escrito de contestacion,0
 sino que debe ampliarse a todas aquellas que se desprendan del resto del contenido de dicho escrito de contradiccion; ello se estima asi,0
 pues,0
 el escrito de contestacion a una determinada demanda es un todo,0
 el cual ha de examinarse en su integridad,0
 de tal manera que si de su lectura se desprende la existencia de alguna excepcion o defensa,0
 el juzgador debe analizarla,0
 pues la misma indudablemente forma parte de la litis,0
 sin que obste que esta,0
 no se haya opuesto bajo el capitulo asi denominado. Sirve para ilustrar lo anterior,0
" el criterio judicial contenido en la tesis aislada cuyo rubro es ""EXCEPCION. PROCEDE EN JUICIO AUN CUANDO SE HAGA VALER EN UN CAPITULO DISTINTO AL ASI DENOMINADO DEL ESCRITO DE CONTESTACION A LA DEMANDA (LEGISLACION DEL ESTADO DE CHIAPAS)."" ",0
Asi pues,0
 en ejercicio de tal empresa,0
 de un analisis integro del escrito de contestacion de la demanda,0
 se tiene que la parte demandada  opuso las siguientes excepciones y defensas que enseguida se transcriben: ,0
[,0
PRIMERA EXCEPCION.- Se opone LA EXCEPCION CONSISTENTE EN QUE EL TITULO DE CREDITO (CHEQUE) EXHIBIDO COMO BASE DE LA ACCION FUE ENTREGADO EN GARANTIA,0
 derivandose eta defensa de las EXCEPCIONES PERSONALES QUE TIENE MI REPRESENTADA FERRETERIA,0
 SOCIEDAD ANONIMA DE CAPITAL VARIABLE,0
 conforme lo establecido en la fraccion XI del articulo 8deg de la Ley General de Titulos y Operaciones de Credito y fundandose la presente EXCEPCION.,0
SEGUNDA EXCEPCION.- Se opone LA EXCEPCION CONSISTENTE EN LA FALSEDAD IDEOLOGICA O SUBJETIVA derivandose esta defensa de las EXCEPCIONES PERSONALES QUE TIENE MI REPRESENTADA EN CONTRA DEL AHORA ACTOR MATERIALES STAR,0
 SOCIEDAD ANONIMA DE CAPITAL VARIABLE,0
 conforme lo establecido en la fraccion XI del articulo 8deg de la Ley General de Titulos y Operaciones de Credito,0
 en esa virtud la presente EXCEPCION PERSONAL que se hace consistir en LA FALSEDAD IDEOLOGICA SUBJETIVA se debe de decretar procedente,0
 de acuerdo a las siguientes consideraciones de hecho y derecho: ,0
Si bien es cierto que los titulos de credito: cheque,0
 pagare,0
 letra de cambio,0
 etc.,0
 son el camino tecnico juridico que toda persona que quiera hacerse de un satisfactor sin tener dinero para ello puede suscribir para cubrir sus necesidades: obtencion de dinero,0
 bienes o servicios,0
 TAMBIEN ES CIERTO que dichos satisfactores: dinero,0
 bienes o servicios,0
 son la causa generadora que hacen nacer a la vida juridica a los propios titulos de credito.,0
No puede haber titulo de credito,0
 si antes no se dio a cambio un satisfactor: dinero,0
 bienes o servicios.,0
En virtud de que no puede haber titulos de credito si antes no se dio a cambio un satisfactor: DINERO,0
 BIENES O SERVICIOS,0
 resulta incuestionable que en la especie el documento que pretende hacer valer esa empresa Materiales Star,0
 Sociedad Anonima de Capital Variable,0
 contiene en si mismo una FALSEDAD IDEOLOGICA O SUBJETIVA porque pretende hacer valer algo que en realidad no sucedio,0
 como es el caso del suscrito nunca ha recibido del ahora actor,0
 cantidad de dinero,0
 bienes o servicio alguno.,0
TERCERA EXCPECION.- Se opone la EXCEPCION DE FALTA DE ACCION Y DERECHO,0
 del endosatario en procuracion para promover la presente instancia,0
 derivandose esta defensa de las EXCEPCIONES PERSONALES que tiene mi representada Ferreteria,0
 Sociedad Anonima de Capital Variable,0
 en contra de Materiales Star,0
 Sociedad Anonima de Capital Variable,0
 conforme a lo establecido en la fraccion XI,0
 de articulo 8deg de la Ley General de Titulos y Operaciones de Credito.,0
[,0
Excepciones y defensas opuestas por la parte demandada,0
 que se analizaran por esta autoridad de manera individual cada una de ellas,0
 pues la naturaleza juridica de las mismas tratan topicos diferentes.  ,0
 Sin que esto reporte perjuicio alguno a la parte demandada,0
 pues,0
 lo fundamental es que el tribunal examine y resuelva la cuestion que efectivamente se planteo,0
 sin que se omita el analisis de ninguna; examen que puede realizar de manera global o bien estudiando por separado cada una de las excepciones hechas valer. Tiene aplicacion en el particular el siguiente criterio,0
 sostenido por el Primer Tribunal Colegiado del Decimo Primer Circuito,0
 visible en la pagina 870 del Semanario Judicial de la Federacion,0
 Octava Epoca,0
 Tomo XII,0
 diciembre de 1993,0
" cuyo rubro es ""EXCEPCIONES",0
" EXAMEN DE LAS.""  ",0
En este contexto y atendiendo a la naturaleza de las mismas,0
 entramos de lleno con el estudio a la diversa excepcion a la que la parte demandada titulo como excepcion consistente en que el titulo de credito exhibido fue entregado como garantia,0
 misma que la parte demandada sostiene en el argumento central de que su representada si libro a favor de la parte actora material el cheque base de la accion,0
 sin embargo dicho titulo de credito se expidio sin llenar el requisito de la cantidad que amparaba.,0
Lo anterior se realizo asi,0
 pues a decir de la parte demandada,0
 el referido cheque se libro con el unico proposito de garantizar el pago de una linea de credito que la parte actora le aperturo para la adquisicion de diversos materiales que esta ultima comercializa. ,0
Al efecto,0
 esta autoridad estima que la excepcion de cuenta es catalogada de infundada,0
 ello atendiendo a las razones que a continuacion se exaltaran.,0
Lo anterior se considera asi,0
 pues,0
 al margen de la circunstancia de que el cheque base de la accion hayan sido o no,0
 librado para garantizar diversas obligaciones contraidas,0
 en el acto juridico a que hacen alusion la parte opositora en su escrito de contestacion,0
 tal eventualidad,0
 no tiene como efectos que el cheque en mencion pierda su naturaleza ejecutiva,0
 en virtud que no existe disposicion legal que asi lo establezca o de la que se pudiese inferir una interpretacion en ese sentido,0
 pues en la especie,0
 como ya se menciono,0
 el cheque basal satisface los requisitos que establece el articulo 176 de la Ley General de Titulos y Operaciones de Credito,0
 lo que significa que su tenedor tiene el derecho para hacerlo valer en la via ejecutiva mercantil,0
 de conformidad con el articulo 5deg de la legislacion mercantil en consulta. Dicha conclusion es adquirida a la luz de los criterios de jurisprudencia que,0
 por analogia,0
 cuyo rubro son citados a continuacion:,0
TITULOS DE CREDITO. NO PIERDEN SU NATURALEZA CUANDO SE DAN EN GARANTIA.,0
TITULOS DE CREDITO CON LA CLAUSULA EN GARANTIA. NO PIERDEN SU NATURALEZA.,0
TITULO DE CREDITO OTORGADO EN GARANTIA. PUEDE DAR LUGAR A QUE SE LE CALIFIQUE DE ABSTRACTO PERO NO ES UN ELEMENTO QUE AFECTE SU AUTONOMIA. ,0
Con base a lo anterior,0
 si la parte demandada opone una excepcion tendiente a destruir la eficacia del titulo basal,0
 es a ella y no a la parte actora a quien corresponde la carga de la prueba del hecho en que fundamente su excepcion,0
 en terminos del numeral 1194 del Codigo de Comercio. Lo anterior,0
" encuentra sustento en el criterio jurisprudencial cuyo rubro es ""TITULOS EJECUTIVOS",0
" EXCEPCIONES CONTRA LA ACCION DERIVADA DE LOS. CARGA DE LA PRUEBA.""",0
Por tanto,0
 corresponde a la parte reo acreditar que el cheque fundatorio se libro con motivo de una linea de credito para la adquisicion de mercancia que la parte actora le suministro; de ahi que es a la propia parte demanda a quien le asiste la obligacion de ofrecer elementos convictivos aptos para acreditar el extremo pretendido,0
 ya que,0
 conforme a lo dispuesto por el articulo 1391 fraccion IV del Codigo de Comercio,0
 los titulos de credito,0
 tales como el cheque basal tiene el caracter de ejecutivo,0
 es decir,0
 trae aparejada ejecucion; por lo que es a la parte demandada a quien corresponde la carga probatoria para destruir la presuncion legal que tiene a su favor la parte actora. ,0
Expuesto lo anterior,0
 cabe resaltar que la parte demandada Ferreteria,0
 Sociedad Anonima de Capital Variable con el proposito de justificar sus argumentos de resistencia,0
 oferto precisamente copia simple del cheque numero 1217 de fecha 30 treinta de agosto de 2015 dos mil quince -base de la accion-.,0
Descriptiva de la cual,0
 al imponerse de su contenido,0
 se desprende en forma indiciaria que dicho cheque no cuenta con el requisito de la cantidad que debia amparar,0
 pues unicamente se advierten satisfechos los requisitos tales como la firma,0
 la fecha de suscripcion y el nombre de la persona a quien ha de pagarse el titulo,0
 sin que cuente,0
 como ya se dijo,0
 de la cantidad que ampara. ,0
Sin embargo,0
 como se menciono,0
 la anterior documental resulta ser copia fotostatica simple,0
 por ende,0
 resulta inconcuso que esta debe ser relacionada con otros medios de prueba,0
 a fin de que los indicios que se puedan advertir de ella sean admitidos y surtan efectos legales como si fueran reconocidos expresamente; ello,0
 segun el prudente arbitrio del juez,0
 lo anterior se dice teniendo como apoyo en los numerales 1241 y 1296 del Codigo de Comercio.,0
Al efecto,0
 tomando en cuenta que el valor probatorio de las copias simples queda al prudente arbitrio del juez y pueden revestir el caracter de indicio,0
 se procedera al analisis de los diversos medios de prueba aportados por la parte reo,0
 a fin de considerar si al adminicularse entre si,0
 dichas probanzas nos puede conllevar a determinar que efectivamente el cheque base de la accion haya sido librado con el unico proposito de garantizar el pago de diversa operaciones mercantiles celebrados por los ahora contendientes. Sustenta lo anterior,0
" los criterios judiciales cuyo rubro son ""COPIAS FOTOSTATICAS SIMPLES. SU VALOR PROBATORIO QUEDA AL PRUDENTE ARBITRIO DEL JUZGADOR (LEGISLACION DEL ESTADO DE NUEVO LEON)."" y ""COPIAS FOTOSTATICAS SIMPLES. VALOR PROBATORIO DE LAS",0
" CUANDO SE ENCUENTRAN ADMINICULADAS CON OTRAS PRUEBAS.""",0
En estos terminos,0
 con base a lo dispuesto en el articulo 1194 del Codigo de Comercio,0
 le corresponde a la parte demandada y oferente de la aludida documental,0
 reforzar con distintos medios de conviccion lo documentado en la instrumental allegada a efecto de acreditar su defensa.,0
Asi las cosas,0
 la parte demandada oferto las pruebas de su intencion que se describen como sigue:,0
"	1.- Documental privada;",0
"	2.- Confesional;",0
"	3.- Instrumental de actuaciones",0
 y ;,0
"	4.- Presuncional en su doble aspecto legal y humana. ",0
Probanzas las anteriores respecto de las cuales enseguida se procedera a su pronunciamiento respectivo; ello,0
 en un orden distinto al de su ofrecimiento,0
 sin que ello implique algun perjuicio a su oferente -parte demandada-,0
 pues lo que realmente interesa es que se analice en su totalidad todos y cada uno de los medios de conviccion aportados a juicio. Lo anterior,0
 se realizara en estricto apego a los articulos 1194 y 1327 del Codigo de Comercio. ,0
Sin embargo,0
 tambien se estima importante hacer mencion que la parte reo con el proposito de justificar la defensa en estudio,0
 oferto como diversa herramienta de prueba,0
 la confesional por posiciones a cargo del representante legal de la parte actora material.,0
Medio de conviccion que se admitio a tramite mediante proveido diverso de fecha 22 veintidos de abril de 2016 dos mil dieciseis,0
 senalandose para su desahogo las 10:00 diez horas del dia 16 dieciseis de mayo de 2016 dos mil dieciseis.,0
Ahora,0
 una vez llegada la fecha y hora senaladas para efecto de que tuviera verificativo el desahogo de la prueba confesional a cargo de la parte reo,0
 se advierte que la parte oferente no allego los pliegos de posiciones,0
 asi como tampoco comparecio a fin de formularlas verbalmente,0
 por lo que,0
 bajo el apercibimiento del dia 22 veintidos de abril de 2016 dos mil dieciseis,0
 se declaro desierta dicha probanza mediante auto del 27 veintisiete de mayo de 2016 dos mil dieciseis,0
 sin acarrearle beneficio alguno a la parte demandada ya sea para robustecer la copia fotostatica del cheque basal o para justificar le excepcion planteada; lo anterior,0
 de conformidad con el numeral 1224 del Codigo de Comercio.,0
Ahora bien,0
 en cuanto a la probanza relativa a la instrumental de actuaciones,0
 en opinion del suscrito resolutor,0
 esta se ha valorado conforme al numeral 1294 del Codigo de Comercio,0
 atento a los razonamientos que han quedado vertidos a lo largo de la presente resolucion,0
 a cuya expresion se remite en este apartado,0
Y,0
 ademas,0
 para esta autoridad no existe ninguna presuncional sea legal o humana,0
 que apoye los intereses de la parte demandada para acreditar de que efectivamente el titulo base de la accion surgio a la vida juridica como garantia de pago de una diversa operacion mercantil celebrada por los ahora contendientes; ello,0
 al no apreciarse de autos algun hecho o hechos conocidos que a traves de su enlace logico o por ministerio de ley,0
 pudieran configurar la prueba artificial conocida como presuncional.,0
Bajo estas condiciones,0
 como anteriormente se menciono,0
 dichos medios de conviccion no acarrean beneficio a la parte demandada para efecto de robustecer lo consignado en la copia simple del titulo de credito base de la accion; lo anterior,0
 en franco apego al articulo 1194 del Codigo de Comercio.,0
Ante el predicho escenario,0
 el suscrito juez estima que los indicios que se pueden advertir de la documental consistente en la copia simple del cheque base de la accion,0
 allegado por la parte enjuiciada no es suficiente para determinar que efectivamente el cheque base de la accion se libro con el unico proposito de garantizar el pago de diversas operaciones mercantiles celebradas por los ahora contendientes.,0
Pero,0
 al margen que la parte demandada hubiera justificado que el cheque base de la accion hayan surgido como garantia de pago; cabe decir,0
 que dicha circunstancia,0
 de ninguna forma tendria como efecto que el cheque perdiera su naturaleza ejecutiva,0
 en virtud que no existe disposicion legal que asi lo establezca o de la que se pudiese inferir una interpretacion en ese sentido,0
 pues en la especie,0
 como ya se menciono,0
 el cheque base de la accion satisface los requisitos que establece el articulo 176 de la Ley General de Titulos y Operaciones de Credito,0
 lo que significa que su tenedor tiene el derecho para hacerlo valer en la via ejecutiva mercantil,0
 de conformidad con el articulo 5deg de la legislacion mercantil en consulta.,0
Siendo que en su caso,0
 a fin de desvirtuar la eficacia del titulo de credito base de la accion,0
 lo que le correspondia probar al deponente ademas de la relacion causal de dicho documento,0
 y que el acto juridico respecto el cual refiere emano el documento basal,0
 se encontraba satisfecho en tiempo y forma en cuanto a las obligaciones ahi contraidas; lo cual no se justifica,0
 por las razones apuntadas en paragrafos antecesores,0
 y a donde nos remitimos para no obviar en tediosas repeticiones,0
 por lo que en consecuencia,0
 se reitera lo infructuoso de los medios de prueba,0
 lo anterior de conformidad con el articulo 1194 del Codigo de Comercio. Lo anterior,0
" con fundamento en el siguiente criterio jurisprudencial cuyo rubro es ""PAGARE. LA CIRCUNSTANCIA DE QUE SE EMITA EN GARANTIA DE UN CREDITO NO HACE QUE PIERDA SU NATURALEZA EJECUTIVA"".",0
Por lo que,0
 en consecuencia,0
 se reitera lo infructuoso de defensa en estudio,0
 acorde con los numerales 1194 y 1327 del Codigo de Comercio.,0
Continuando en el analisis minucioso del escrito de contestacion realizado por el representante legal de la parte demandada Ferreteria,0
 Sociedad Anonima de Capital Variable,0
 no encontramos que la parte demanda hizo valer como diversa excepcion la que titulo como falsedad ideologica. ,0
 ,0
Asi,0
 luego de analizar el argumento de resistencia en comento,0
 a consideracion del suscrito juez,0
 adquiere el calificativo de infundada; ello,0
 con base a los razonamientos juridicos y argumentaciones de derecho que enseguida se pondran de manifiesto.,0
En primer lugar,0
 cabe precisar,0
 que la Suprema Corte de Justicia de la Nacion ha sostenido,0
 que el argumento que ahora se analiza,0
 se denomina como excepcion de falsedad ideologica,0
 la cual surge al momento en que las partes hacen constar en un titulo de credito alguna circunstancia que en realidad no sucedio,0
 como es el caso en que la deudora no se obligo en los terminos que se desprenden del titulo valor y que no existe una obligacion pecuniaria a su cargo. Dota de fundamento a lo anterior,0
" la tesis cuyo rubro es ""TITULOS DE CREDITO",0
" FALSEDAD IDEOLOGICA O SUBJETIVA EN LOS."" ",0
Bajo ese orden de pensamientos,0
 teniendo a la vista del cheque base de la presente accion,0
 se advierte que el librador -parte demanda- giro la orden a la institucion librada de pagar a favor de la parte actora la cantidad de dinero que se ampara en el resenado instrumento mercantil. ,0
Instrumental privada que,0
 como se menciono en paragrafos anteriores,0
 se le otorgo valor probatorio pleno,0
 de conformidad con el numeral 1296 del Codigo de Comercio. Circunstancia con la que queda establecida que el actor justifico sus pretensiones en torno a lo establecido en el cheque base de la accion.,0
Ante la escena delimitada en el parrafo precedente,0
 el suscrito juez considera que el deber de justificar y desplazar las circunstancias reveladas en el cheque,0
 recayo en la parte demandada. Razon por la cual,0
 se procedio al analisis de las pruebas con los resultados mencionados en lineas precedentes,0
 a donde nos remitimos como si a la letra se insertasen. ,0
Ahora,0
 toda vez que la postura defensista se hace valer en que,0
 segun la parte demandada Ferreteria,0
 Sociedad Anonima de Capital Variable,0
 el acto documentado en el cheque no acontecio de la manera que se describio en el escrito inicial de demanda,0
 pues a decir de dicha opositora,0
 este se suscribio con el unico proposito de garantizar el pago de diversas operaciones mercantiles; circunstancia que contrario a lo que hace ver la parte reo,0
 en opinion del suscrito resolutor,0
 no se justifica pues del cheque base de la accion se revela una obligacion pecuniaria entre el acreedor y la ahora parte demandada ante el impago del instrumento por parte de la librada y por causas imputables al propio librador; segun,0
 el elemento de literalidad a que se debe atender en el propio documento basal de acuerdo al articulo 5 de la Ley General de Titulos y Operaciones de Credito. ,0
Obligacion,0
 en la que ademas no se advierte dolo o mala fe por parte del beneficiario,0
 al pretender el cobro del documento por esta via. ,0
Por tanto,0
 se reitera lo infundado de la excepcion de cuenta,0
 acorde con lo dispuesto por el numeral 1327 del Codigo de Comercio. ,0
Finalmente,0
 la parte opositora hizo valer la diversa defensa a la que denomino falta de accion y carencia de derecho,0
 misma que la sustenta en la fraccion XI de la Ley General de Titulos y Operaciones de Credito,0
 correspondiente a las excepciones personales que pudiera tener el demandado en contra de la parte actora. ,0
 Al respecto,0
 dichos argumentos de disidencia se encuentran subordinados a las diversas excepciones anteriormente analizadas,0
 mismas que han sido declaradas infundadas; con base a los razonamientos y fundamentos expuestos en lineas preliminares dentro de la presente resolucion definitiva; es por ello,0
 que resulta inconcuso que la presente excepcion corra la misma suerte de ineficacia que aquella,0
 por tanto la misma deviene inoperante. ,0
Sobre todo,0
" porque se determino que la parte enjuiciada no justifico sus excepciones y defensas. Se inserta por analogia el siguiente criterio cuyo rubro es ""CONCEPTOS DE VIOLACION. SON INOPERANTES LOS QUE PARTEN O SE HACEN DESCANSAR SUSTANCIALMENTE EN LO ARGUMENTADO EN OTROS QUE FUERON DESESTIMADOS"". ",0
Por ende,0
 se determina lo infundado de la excepcion en comento; ello,0
 en terminos del articulo 1327 del Codigo de Comercio.,0
Bajo estas condiciones,0
 como se ha venido adelantando,0
 al haber analizado todos los medios de conviccion aportados por la parte demandada Ferreteria,0
 Sociedad Anonima de Capital Variable,0
 ya sea en su conjunto o de forma individual,0
 no acarrean beneficio al opositor para acreditar en forma alguna las defensas materia de analisis.,0
En vista de las relatadas consideraciones,0
 no queda mas que declarar que los argumentos de resistencia planteados por la parte demandada resultaron infundados por lo que debe prevalecer la tesitura de que el accionante comprobo de manera rotunda los elementos de la accion en estudio; lo anterior,0
 de conformidad con lo dispuesto por el numeral 1327 del Codigo de Comercio,0
 lo que conlleva a hacer la declaratoria relativa a las prestaciones reclamadas en la excitativa inicial de justicia,0
 en terminos del diverso numeral 1325 de la codificacion mercantil en consulta.,0
SEPTIMO: Estudio de la prestacion principal. Como primer prestacion identificada con el inciso a) del escrito inicial de demandada,0
 la parte actora reclama el pago de la cantidad de $450,0
000.00 cuatrocientos cincuenta mil pesos 00/100 moneda nacional,0
 por concepto de suerte principal.,0
"	Esta prestacion es fundada",0
 pues del cheque base de la accion se desprende que el librador se comprometio a traves de la institucion librada a pagar en favor de la beneficiaria el monto de $450,0
000.00 cuatrocientos cincuenta mil pesos 00/100 moneda nacional.,0
Asi las cosas,0
 sin mayores consideraciones y al no existir prueba alguna que desvirtuara dicha suma,0
 se condena a la parte demandada Ferreteria,0
 Sociedad Anonima de Capital Variable a pagar en favor de la parte actora material la cantidad que ampara el titulo de credito presentado,0
 mismo que ascienden al monto total de $450,0
000.00 cuatrocientos cincuenta mil pesos 00/100 moneda nacional; por concepto de suerte principal.,0
Pago que debera efectuarse dentro del termino legal de 3 tres dias siguientes al en que cause ejecutoria la presente resolucion,0
 o pueda llevarse a cabo su ejecucion; de conformidad con lo dispuesto en el articulo 1079,0
 fraccion VI,0
 del Codigo de Comercio. ,0
En la inteligencia que de omitir el cumplimiento de la presente determinacion,0
 se procedera al embargo (si no se ha hecho uso de tal derecho),0
 trance y remate del bien inmueble embargado en autos propiedad de la parte demandada y con su producto se cubriran a la parte actora las prestaciones condenadas; ello,0
 en observancia a lo dispuesto en el articulo 1408 del ordenamiento mercantil en cita.,0
OCTAVO: Estudio de la prestacion accesoria correspondiente al pago del 20 % veinte por ciento de indemnizacion por concepto de danos y perjuicios. Por lo que respecta al reclamo del 20 % veinte por ciento como indemnizacion de danos y perjuicios a que se refiere el articulo 193 de la Ley General de Titulos y Operaciones de Credito,0
 esta autoridad estima que no es factible obsequiar el mismo en la especie,0
 ello con base a las siguientes consideraciones:,0
El citado numeral establece que para la procedencia de la indemnizacion por danos y perjuicios que se le ocasionen al tenedor del documento,0
 deberan de satisfacerse dos requisitos,0
 que seran:,0
Que el cheque se presente oportunamente para su cobro,0
 y,0
Que el pago del titulo de credito no se realice por causas imputables a la propia libradora. ,0
Asimismo,0
 cabe mencionar que el articulo 181 de la ley en comento,0
 dispone que los cheques deberan presentarse para su pago dentro de los 15 quince dias naturales que sigan al de su fecha,0
 si fueren pagaderos en el mismo lugar de su expedicion. ,0
Bajo ese orden de ideas y tendiendo a la vista el documento base de la accion (cheque),0
 se advierte que el mismo fue librado en fecha 30 treinta de agosto de 2015 dos mil quince. A su vez,0
 se desprende del reverso de dicho titulo que fue presentado para su cobro en fecha 9 nueve de febrero de 2016 dos mil dieciseis,0
 ante la institucion de credito Mi Banco,0
 Sociedad Anonima,0
 Institucion de Banca Multiple,0
 para ser cobrado en ventanilla,0
 y  el dia 10 de febrero de 2016 dos mil dieciseis,0
 ante la camara de compensacion,0
 siendo devuelto por dicha institucion,0
 tal y como se desprende del aviso de devolucion expedido por las mismas asociaciones financieras. ,0
En vista de lo anterior,0
 y tomando en consideracion lo dispuesto en el numeral 181 fraccion I de la ley en cita,0
 no es factible condenar a la parte demandada al pago de la prestacion antes mencionada,0
" toda vez que el titulo de credito se presento tiempo despues del otorgado por la ley para resarcir los danos y perjuicios que se le pudieron ocasionar al tenedor del documento. Tienen aplicacion a lo anterior las tesis cuyos rubros son ""DANOS Y PERJUICIOS PREVISTOS EN EL ARTICULO 193 DE LA LEY GENERAL DE TITULOS Y OPERACIONES DE CREDITO. IMPROCEDENCIA DE SU PAGO CUANDO EL CHEQUE NO SEA PRESENTADO EN TIEMPO."" y ""CHEQUE. PARA QUE EL TENEDOR TENGA DERECHO AL PAGO DE DANOS Y PERJUICIOS DEBE PRESENTARLO OPORTUNAMENTE.""",0
NOVENO: Gastos y Costas. Finalmente,0
 en cuanto al pago de los gastos y costas judiciales erogados con motivo de la tramitacion del presente juicio,0
 se resuelve lo siguiente.,0
 Para resolver la condena en relacion a este concepto,0
 tenemos que el articulo 1082 del Codigo de Comercio,0
 establece lo siguiente:,0
Cada parte sera inmediatamente responsable de las costas que originen las diligencias que promueva: en caso de condenacion en costas,0
 la parte condenada indemnizara a la otra de todas las que se hubiere anticipado [,0
.,0
Por otra parte,0
 el diverso articulo 1084 del citado ordenamiento mercantil,0
 preceptua lo que a continuacion se transcribe: ,0
La condenacion en costas se hara cuando asi lo prevenga la ley,0
 o cuando a juicio del Juez se haya procedido con temeridad o mala fe. Siempre seran condenados: ,0
El que ninguna prueba rinda para justificar su accion o su excepcion,0
 si se funda en hechos disputados;,0
II. El que presentase instrumentos o documentos falsos,0
 o testigos falsos o sobornados;,0
III. El que fuese condenado en juicio ejecutivo y el que lo intente si no obtiene sentencia favorable. En este caso la condenacion se hara en la primera instancia,0
 observandose en la segunda lo dispuesto en la fraccion siguiente;,0
IV. El que fuere condenado por dos sentencias conformes de toda conformidad en su parte resolutiva,0
 sin tomar en cuenta la declaracion sobre costas. En este caso,0
 la condenacion comprendera las costas de ambas instancias.,0
Por lo que hace a la condenacion que se ordena por ministerio de ley,0
 en el particular no se surte la primera de las fracciones del articulo 1084 del Codigo de Comercio porque la parte actora ofrecio pruebas para justificar su accion. Tampoco se actualiza el segundo de los supuestos,0
 ya que no obra en el sumario constancia de que alguna de las partes haya ofrecido instrumentos o documentos falsos,0
 ni testigo alguno.,0
La cuarta fraccion se refiere a la condena en costas en la segunda instancia,0
 por lo que es inaplicable en el caso concreto.,0
Por ende,0
 solo queda la fraccion tercera del supra citado numeral 1084 del citado Codigo de Comercio,0
 en donde se advierte que para la procedencia de la condena en costas en los juicios ejecutivos,0
 es necesario encontrarse en una de las dos hipotesis que preve el articulo trascrito,0
 que son: a) Que la parte reo fuese condenada en juicio ejecutivo,0
 o b) Que el promovente de un juicio ejecutivo no obtuviese sentencia favorable.,0
"	",0
Ahora bien,0
 la condena a que se refiere el inciso a),0
 de la fraccion en estudio debe ser integral con lo reclamado en la demanda. Pero cuando la actora no obtuvo la totalidad de las prestaciones reclamadas en el particular,0
 como acontecio en la especie dado que se absolvio a la parte demandada del concepto relativo al pago danos y perjuicios.,0
